,tense,mode,neg,token,lead,lemma,pos,dep,ent,ent_label,vector_norm,vector,start,end,sentiment,sent_sentiment,valence,sent_valence,docid,sentid
43,PRESENT,NORMAL,False,generals,generals,general,NOUN,pobj,False,,7.036229,"[ 6.57530904e-01  4.76228714e-01  1.28275022e-01 -7.62777269e-01
 -2.48290956e-01 -6.29983425e-01  1.57757580e-01 -3.49925905e-01
 -5.87459326e-01 -5.53277016e-01 -9.13466275e-01 -5.85207582e-01
 -8.49887609e-01 -1.16058731e+00 -3.81934762e-01 -4.24268484e-01
 -7.07495391e-01 -1.06496841e-01 -6.37056231e-01  2.37113982e-01
 -4.88586068e-01  8.62425625e-01  1.37235546e+00  7.46188998e-01
  1.24338603e+00 -2.93434888e-01 -2.58117318e-01 -1.06729603e+00
  7.75003076e-01 -5.19640744e-01  2.53429562e-01 -3.47093225e-01
 -1.69070095e-01 -1.72181606e-01  3.70370984e-01 -7.30490804e-01
  6.26699448e-01 -5.61432600e-01 -9.63827252e-01 -1.38666630e+00
  4.55188781e-01  4.15236354e-02 -1.50848061e-01  3.39128196e-01
 -5.57527006e-01 -1.16543055e+00  7.16167808e-01  6.91075683e-01
  2.18947077e+00 -7.47719049e-01 -1.10863054e+00  8.84393811e-01
 -9.15185452e-01 -7.23614872e-01  7.76861906e-01  1.30992508e+00
 -2.82934457e-01  1.01897717e-02 -7.76726663e-01 -4.29803729e-02
  1.92122579e+00 -3.64364684e-02 -4.58393991e-02  7.34473541e-02
 -1.07859075e-01  4.66497988e-01  5.25549129e-02 -6.32426143e-03
 -6.87046498e-02 -7.60898829e-01  3.53061676e-01  1.77934289e-01
 -1.28777266e-01  5.73909998e-01 -8.18330050e-01 -6.90587640e-01
 -1.10526502e+00  1.93747476e-01  3.09394151e-01 -3.78814340e-03
 -3.92805755e-01  8.80254507e-01 -6.49220824e-01  8.58664513e-04
 -4.84768480e-01 -2.24447176e-02  1.25620770e+00 -4.19730484e-01
  4.86429662e-01  1.14973378e+00  1.41161084e+00  2.60177881e-01
  7.91008472e-01  6.43315792e-01 -7.63062894e-01 -8.19497555e-02]",57,58,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
44,PRESENT,NORMAL,False,may,may,may,AUX,aux,False,,8.848,"[ 0.29622337 -0.5013895   0.9401141  -0.55370086  2.6274383   0.36645746
 -0.9939243  -0.03335214  0.27705935  0.5205755  -0.3814465  -1.1112216
 -1.1530674  -0.15259884  1.4404316  -0.36242783  0.7564385  -1.5696582
  1.0169058  -0.26940167  0.30224004 -0.81828374  0.01072218 -1.7785368
 -1.2988745  -0.42245787 -0.8364204  -0.85941136 -1.162871    0.04517567
 -0.95671326 -0.17211571  0.07228887  0.00994778  0.25848296 -0.15100227
  0.8492516  -0.8981903   2.0738578  -0.13469376 -0.36175913  2.4312167
  0.32689926  0.51464593  0.09212092  0.05161065  1.3997858   0.4019651
 -0.87413955 -0.7825856  -0.33625734 -0.05837545  0.6826593   0.5038347
 -1.0850878   0.5389765   1.8422351  -0.6310166   0.0807777  -0.05968276
 -1.5475858  -0.70628816 -0.16677195 -0.7511623  -1.0237801   1.2511165
  0.43148318 -0.43143368  1.0839618   0.6426009  -1.1155128   0.99974775
  1.1489712   0.12426797 -0.60224056 -0.9024904  -0.62486327  0.05255498
  1.9460449   0.99249834  1.7646178  -0.94884884  0.17636558  1.0389602
 -0.45835337 -0.07330914 -0.4808816   1.0097034  -1.0565267   0.4688685
  0.1469268  -0.40993568  0.5289338  -0.51040435 -0.5350201  -0.93737257]",58,59,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
45,PRESENT,NORMAL,False,be,be,be,AUX,ROOT,False,,7.883918,"[-0.5147231  -0.29747915  1.8744626   0.20717777  1.8086417   0.7227597
 -0.48462787 -0.1626763  -0.7854861  -1.1454817  -1.0570383  -0.18903142
  0.64026725 -0.25391996  0.99341816  0.8878528  -0.18115678 -0.42535135
 -0.56192005 -0.72331405 -0.8590219   1.698323    0.40930998 -0.8415988
 -1.6942012   0.91567624  0.5211138  -0.9537786   0.05782372 -0.62419397
 -0.29119983  0.10502344  1.0210882  -0.70735484 -0.9062077  -0.19839776
 -0.40425003 -0.2328695   1.4590648   0.44513646  0.4392072  -0.65384984
  0.71447927  0.02764815 -0.62370545  0.93336403 -0.6967372   0.4976814
  0.46581706  0.051597    0.49693578 -0.52852774  0.25984392  0.45880908
  0.08707175 -1.1428702   1.4569374   0.45650303  0.170863    0.93414783
  1.0158927   0.19490136  0.04277945 -1.5525804  -0.09196377 -1.0866057
 -0.9442729   0.0945099  -0.85373443  0.09328437  1.1252369   0.9342673
 -1.2090652   0.16053587  1.1997108  -0.00868356 -0.9278991  -0.6405842
 -0.44736624 -0.39386672  0.31389958 -1.0046535   0.6537432  -0.65247834
 -0.46119112  0.13487822  0.79199994 -0.79209316 -0.9679648   2.1967058
 -1.3094462   0.24782057 -0.02776532  0.43809295 -0.30346996  0.11863405]",59,60,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
46,PRESENT,NORMAL,False,traitors,traitors,traitor,NOUN,attr,False,,7.485665,"[ 0.6001742   0.10561877  0.40865636 -0.81019914  0.6218252  -0.8906644
 -0.83250254 -0.19223568 -1.2122169  -0.8518706  -0.65763855  0.3370509
 -1.5025264  -0.1363503  -1.2263911  -0.01626623 -0.14053887  0.46336797
 -0.53207505 -0.37399143 -0.59845835  0.78038526  0.43780407  1.3020791
  0.22229505  0.68106633 -1.296664   -0.5729782   0.6604506  -0.8838914
  0.17541659 -0.32727617 -0.47888792 -0.99277484 -0.28178775 -0.75500065
 -0.26093286  0.14563726 -0.102916    0.01392102  1.1372106  -1.6577594
 -0.35342163  0.25975057 -1.6421889   0.6813565   0.9125594   0.32423323
  1.0407655  -0.519322    0.10363628  2.1201613  -0.08228303 -0.42689508
  0.77994335  0.5300846   0.2574337   0.34874815 -0.1623455  -0.81695116
  0.6191182  -0.01512396  0.64979804 -0.86117244  1.7051635   0.7410872
  0.7279102  -0.05411288 -0.3480237  -1.5445778   0.13940358 -0.9766878
 -0.1371806   1.3170028  -0.42402464  0.3574319  -0.35507888  0.8556809
 -0.33386955  0.5846294  -0.05564422  0.19196136 -0.7625838   1.1710606
  1.0738605  -0.6117232   0.08139664 -0.44761324 -0.02546653 -0.27910894
 -0.34519923  2.0049977   0.3407728   0.6238456  -0.17120609 -0.18384646]",60,61,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
47,FUTURE,NORMAL,False,trying to prevent,prevent,prevent,VERB,xcomp,False,,5.547673,"[ 0.2388746  -0.3373188   0.7697429   1.1816744   0.23533665 -0.60236996
  0.50213736  0.15271755 -0.08464316 -0.2387229  -0.23381759 -0.11533785
  0.45842505 -0.06223473  0.8857418  -0.25679258 -0.3845264  -0.5009713
 -0.21043761  0.35462776  0.41160643 -0.22862332 -0.42494115 -0.7540795
 -0.6803231   0.17942162  0.5792276  -0.16657872  0.0439415  -0.17403643
 -0.65590435  1.5064029   0.09677082 -0.2545623   0.5075674  -0.23332298
 -0.4882977  -0.70806116  0.9276977   0.95669436  1.0834082   0.3233423
 -0.15444756 -0.15621637 -0.6046482  -0.36551094 -0.11024275  0.20981151
 -0.16365625  0.6984939  -0.02965655 -0.80517024 -0.71809787  0.4053544
 -0.15469451 -0.41334805 -0.18416065 -0.07659972  0.8567273   0.2361219
 -0.31688976 -0.02716892  0.4226664  -0.7071535  -0.4722121   0.37153006
  1.0047976  -0.74026203  0.24244666 -1.201289   -0.5604922   0.3764739
 -0.06076993 -0.9036293   0.12542267 -0.1309948  -0.26185745 -0.12013789
  0.6870292  -0.53111833  1.4801822  -0.10503467 -0.26285544  0.2762501
 -0.27044156 -0.7355895  -0.19040732 -0.26533732 -0.5492738   2.0313222
 -0.00942524  0.00710192 -0.21991032 -0.15104587  0.03182277 -0.17279534]",62,65,0.009158999999999999,0.33202800000000005,0.3549999999999999,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
48,FUTURE,NORMAL,False,the,the,the,DET,det,False,,8.109663,"[-0.01736312  1.65138    -0.91261756 -0.19925398  0.15878774 -0.40491804
 -0.49230143 -0.2318149   1.93052     2.1651967  -0.04195155  0.7071239
 -0.8123933  -0.03955489  1.6352036  -0.17699425  1.9136558  -0.1090816
  0.7621192  -0.27394235 -1.0184009  -0.66885316 -1.1170413   0.8800045
 -0.06100446 -0.7172786  -1.4910752  -1.0117834   0.30504867 -0.8020423
  1.589603   -0.10025162  0.00530577 -0.01889786  1.62524     0.5507647
 -0.9746227  -0.6772578  -0.85762274 -0.5017294   0.92462325 -1.0658163
  1.6998379  -0.61721814  0.13026074 -0.40876102 -1.3411664  -0.73914146
 -0.54529    -0.9451924  -0.70046884 -0.37940955  0.20097917 -0.7803671
 -0.713938   -1.1622303  -0.77672744 -0.01679169  0.6715231   0.19862436
 -0.92654943  0.27358395  0.48662758  0.03475827  0.56622005 -0.08205968
  0.950221    1.0003268  -0.63343346 -0.530969   -0.5224971  -0.3544667
  0.08124304  0.27668375 -0.8204265  -0.47329682  1.028989    0.0181463
 -0.87145567  0.21469909 -0.04023534 -0.00889593 -0.5248001  -1.1574254
 -0.24003735  0.6310042  -1.0106604   1.3951102   0.15311676  1.4001701
 -0.3147462   0.880931   -0.47839633  0.5517701   0.35164538  0.27761972]",65,66,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
49,FUTURE,NORMAL,False,loyal,loyal,loyal,ADJ,amod,False,,7.1366377,"[-1.1055993e+00  8.6099088e-01 -2.9857174e-01 -7.8111422e-01
  9.8359662e-01 -6.6499144e-02 -6.3080037e-01  1.1027431e+00
 -3.8585508e-01  1.1187999e+00  1.8268299e-01 -6.5422297e-01
  4.4431713e-01  4.6747786e-01  2.6162636e-01 -1.9431114e-04
 -3.4332052e-02 -1.3594031e-01  1.4467626e+00  1.5215731e+00
 -6.5131766e-01 -7.5057000e-02 -3.3133805e-01  1.0626598e-01
  2.8670865e-01 -1.2479429e+00 -1.0827311e+00  8.4321952e-01
 -5.6834298e-01  1.5852195e-01 -9.8833120e-01 -6.0320085e-01
  5.0392941e-02 -3.0115095e-01 -9.7353786e-02  1.2761630e+00
 -3.7015089e-01  7.9225600e-02 -4.3678516e-01  2.0167428e-01
 -5.8544528e-01 -1.0533490e+00  7.8322738e-01 -3.2745352e-01
 -4.7299546e-01  1.7444086e+00 -3.6899412e-01 -1.4111358e-01
  7.5911522e-01 -3.7877092e-01  9.5961326e-01 -3.7522212e-01
 -7.2144401e-01 -7.6387727e-01  1.7289650e-01  1.6231905e-01
 -4.0873975e-01 -8.1618440e-01 -1.5938847e-01  1.0522063e+00
  3.5282969e-01 -4.0206745e-01  1.0319108e+00 -9.0622962e-02
  3.5924250e-01 -1.6145572e-01  1.4868653e+00 -9.2543417e-01
 -2.1870849e-01 -6.5833753e-01 -5.6924748e-01 -6.4997464e-02
 -1.0992801e+00  3.9528883e-01  2.0681956e-01 -3.8807359e-01
  6.0093999e-02 -5.4885995e-01  6.9225258e-01 -8.8240510e-01
  1.5035741e-01  2.1371745e-01 -1.7889912e-01  8.4540194e-01
 -4.9423093e-01 -6.9457012e-01 -8.4935474e-01 -1.5390670e+00
  3.4096986e-03  5.8265913e-01  9.9529737e-01  9.4983771e-02
  1.9434808e+00  1.1615313e+00 -3.8487962e-01 -8.8294649e-01]",66,67,0.4767,0.33202800000000005,1.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
50,FUTURE,NORMAL,False,generals,generals,general,NOUN,dobj,False,,6.2081394,"[ 0.251696    0.72858554  0.31796712 -0.35056722 -0.18914342 -0.46074167
 -0.79172647 -0.5941808  -0.32057184 -0.02877146 -0.99083126 -0.3934645
 -0.33772027 -0.5090311  -0.4590398   0.22718117 -0.40932035 -0.4034131
 -0.91160727  0.699611   -0.64463764  0.7569216   1.1648433   0.6145226
  0.61953676 -0.06354477 -0.7804041  -1.1231498   0.5609815  -0.26581818
  0.46252993  0.0665987  -0.9547743   0.02566689  0.02374735 -1.0134256
  0.43852925 -0.52500886 -0.6841098  -0.22329459  0.9650783  -0.553109
  0.06311746  1.441238   -0.21712482 -0.5475085   0.9795481  -0.01159656
  1.5262617  -1.1122408  -1.09284     0.3462448  -0.11657079 -0.63194746
  0.5576404   1.5353955  -0.46654496 -0.23700973 -1.2685865  -0.594048
  1.803545    0.02408241  0.09555738 -0.5292765   0.8225409   0.14920063
  0.15262707  0.30595297 -0.2035994  -0.629313    0.46108344 -0.4489516
 -0.18452497  0.72717285 -0.7211037  -0.4495127  -0.06329834  0.01916231
  0.17604081 -0.14374152 -0.17041323  0.13388881 -0.6469061   0.3818528
  0.75231713  0.1596827   0.19922717 -0.65065867  0.6202256  -0.23833059
  0.828808    0.32263005  0.19774356 -0.34222803  0.02556446  0.16880555]",67,68,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
51,PRESENT,NORMAL,False,reaching,reaching,reach,VERB,pcomp,False,,9.450676,"[-0.5082244  -0.06429271 -0.92593634  2.0895762   0.68401104 -0.9232427
  0.7575128   0.9598504  -1.0659332   0.42995977  0.78521705 -0.5776334
  1.785334   -0.300777    1.3967631  -0.36411616 -1.2909188  -0.707345
  0.4837228   1.7895417   1.1633254   0.3503      0.455359   -1.1972561
  0.8738177   0.44264638 -0.6589334   0.12599914 -0.7280011  -0.92039204
  0.13263416  1.056288   -0.08237413 -0.5108212  -0.01018092 -0.47209015
 -1.0978619  -0.50019854 -0.48897448  3.60664     2.6060472  -0.9763062
  1.3533223  -0.5457178  -0.78028524 -0.80063176 -0.6894593  -0.2521731
 -0.28398752  1.7153995  -0.45572728  0.3663625  -1.1608918  -0.66447484
  0.32064563  0.48642194  0.54969215 -1.2117603   0.71072644 -0.18690431
 -1.0781621  -1.1879693   0.5744243  -0.16378367  0.4444117   0.23261973
  0.9814297  -0.06415416 -1.2100029  -1.1343645   0.02145237 -0.5021652
 -0.08924459 -0.13765728  0.8410296   0.2850668  -1.376375    1.0440971
 -0.08394232 -1.6731418   0.71407634 -0.27231595  0.96994567 -0.9753616
 -1.0030203  -0.95616025  0.21031013 -1.4382485  -0.16533293  2.2068386
  0.18036771  0.42351574  0.02818274  0.6001054  -0.13606541 -0.56851536]",69,70,0.2023,0.33202800000000005,1.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
52,PRESENT,NORMAL,False,agreement,agreement,agreement,NOUN,dobj,False,,7.2955937,"[-5.2890569e-01  8.1119734e-01 -1.3612765e-01  6.4354599e-02
  4.2612088e-01 -9.6355116e-01 -1.3755144e+00 -3.0493972e-01
 -6.5273452e-01  9.9966317e-01 -4.8260358e-01 -2.9725766e-01
 -4.4702953e-01 -7.0511782e-01  3.0888304e-01 -4.3536872e-01
 -3.9654347e-01 -2.4446845e-04 -2.6056945e-01  6.5986305e-01
  2.0175698e-01  5.1925069e-01  8.8290316e-01  8.4864187e-01
  3.7900481e-01  1.5252358e+00 -8.9789450e-01 -5.3170663e-01
  1.5673752e-01 -8.2958972e-01  1.6620723e+00 -1.0498593e+00
  8.0873215e-01  9.6510142e-02 -7.0242023e-01 -1.1532897e-01
 -2.8092831e-01  6.8620637e-02 -5.9201580e-01 -1.3639595e-01
 -9.4407237e-01 -1.3344846e+00  6.1431104e-01  1.5050812e+00
 -7.8497809e-01 -3.7520462e-01 -2.9170597e-01 -1.0379068e+00
  1.8685000e+00  7.2940791e-01 -1.0531518e+00  1.1883931e+00
 -5.8562428e-01 -1.3979195e-01  1.9092271e-01  7.1850371e-01
 -9.1096485e-01 -1.7022312e-01  1.4400445e-01 -1.4732647e+00
 -8.1131130e-02 -9.8107970e-01  4.3400234e-01 -3.7366375e-01
  3.6367214e-01 -3.0864322e-01  3.2025713e-01 -4.3610004e-01
  2.0106572e-01 -1.2977517e+00 -4.3295667e-01 -8.2420111e-02
  5.7239991e-01 -2.2607079e-01  1.0342422e-01 -5.8904088e-01
 -6.4564961e-01  1.1489615e+00  3.8691126e-02 -5.4258114e-01
  9.0268898e-01  5.7357037e-01  3.5491297e-01  6.9978994e-01
  1.5393512e+00 -7.1335918e-01  2.9721978e-01  3.4334379e-01
 -4.1960269e-02  6.3342971e-01 -8.6162370e-01  1.7052414e+00
 -9.6745378e-01  3.0154687e-01  5.8513403e-02 -1.8567616e-01]",70,71,0.4939,0.33202800000000005,1.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
53,PRESENT,NORMAL,False,all,all,all,DET,det,False,,7.974139,"[ 0.16798472  0.40556538 -0.9193185  -0.49647737 -0.5240436  -0.6204967
 -0.00355724 -0.96935     1.4219339  -0.60057855 -0.03482595  0.19565305
  0.07209453  0.49243563  1.1293845   0.89784086  1.6225593   0.33544278
  1.152137   -0.13176206  0.05524491 -0.8965047  -1.6420376   0.18481821
  0.41628915 -0.87189806  0.8572362  -0.38172266  0.86167234 -0.8694823
  0.53320247 -0.5242908   0.40179932 -1.6790651   0.7556531  -0.43251067
 -0.7950038  -0.73571634 -1.1230612   0.0888312   1.3868784  -0.17269802
  1.9375665   0.5165512  -0.3195545  -0.7138267  -0.5014595   0.050328
 -0.19870976  0.28894663 -0.10903686 -0.31188226  1.6919045  -1.4902966
 -1.102226   -0.06838278  0.23185027 -0.60679483 -0.41652995 -0.19284049
  0.11872572 -0.06967092  1.0699029  -0.13807014  0.68733734 -0.60727686
 -1.3168185   1.2282069   0.24554464 -0.9685359   1.4238418  -0.27966595
  1.3188796   1.0224729   0.76136947 -0.708342    1.4177661   0.35754812
  1.3926904  -0.47513008 -0.01671019 -1.114831   -1.26537    -0.56366634
  1.5725054  -0.08332327  0.07496057  0.100884   -0.00616997 -0.6029464
  0.54275066 -0.77571046 -0.37271446  0.6186077  -0.36431098  0.39023718]",73,74,0.0,0.1763272,0.0,0.259,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__72__93
54,PRESENT,NORMAL,False,loyal,loyal,loyal,ADJ,amod,False,,7.1037264,"[-0.7150372   0.72245884 -0.15981087 -1.1720579   0.65253115  0.3969496
 -1.2747402   0.8414539   0.21098885  0.24067064  0.6390713  -0.6347393
  0.69366825  0.62894356  0.03591242 -1.2113588  -0.4563262   0.04135042
  1.6047714   1.375468   -0.44323358  0.1813209  -0.2267529  -0.15282752
 -0.39306095 -0.84888256 -0.44841024  1.1957891  -0.414505   -0.06663743
 -0.51731193 -0.39036173  0.15373829 -0.73620534 -1.0094109   0.59489685
 -0.38508242 -0.26517352 -0.31054932  0.49460813 -0.5826031  -0.2741219
  0.63218725 -0.38223043 -0.16329582  0.3614761   0.2639114  -0.27197257
  1.8223541  -0.17312597  1.2281716  -0.20834908 -0.8152573  -0.9049728
  0.12526497  0.67989993 -0.3206641  -0.4496191  -0.15882969  0.6851666
  0.33422422 -0.42649555  1.2538364   1.0875473   0.14055698 -0.3502438
  1.3865218  -0.88959527  0.6430622  -0.6266992  -0.8993168  -0.631999
 -0.4038935   0.30946773  0.7298424  -0.11116885  0.5966267  -0.6889639
  0.36697847 -0.16264217  0.24636726  0.07250956 -0.90045714  0.46889356
 -0.41880488 -1.2246605  -0.45018572 -1.3120944  -0.9303408   0.3928533
  1.1538099  -0.23483428  2.0566003   1.1136214  -0.079622   -0.23356098]",74,75,0.4767,0.1763272,1.0,0.259,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__72__93
55,PRESENT,NORMAL,False,generals,generals,general,NOUN,nsubj,False,,7.315998,"[ 0.46985435  1.338964    0.77357656 -0.68701375 -0.6429665   0.06291835
 -0.45408642 -0.81586206 -0.07300937 -0.5854628  -0.2996084   0.02430918
 -0.80090344 -0.8896678  -0.2779623  -0.12933767 -0.49618512  0.36216897
 -1.2317698   0.36229312 -1.1101558   0.43984494  1.6064308  -0.47363287
  0.32834506 -0.369937   -0.30123124 -0.7441839   0.41185194 -0.56876636
  0.9907433   0.27545756 -0.39119816 -0.12748228 -0.22842371 -1.066808
  0.17454317 -0.35636842 -0.50000715 -1.2490191   0.98920095 -0.05651844
  0.422185    0.45316237 -0.6833071  -0.25238073  1.0519662   0.09916268
  2.2917514  -1.0831287  -1.314394    1.0958889  -0.776275   -0.57354414
  0.485726    1.7400899  -0.33527794 -0.6554451  -0.9540403  -0.38169152
  2.2161188   0.01878253  0.49375728  0.4193501  -0.05397773 -0.17886707
  0.19403306 -0.06939501 -0.30081657 -1.1994962   0.88595736 -0.650876
  0.9276682   0.42799848 -0.56089723 -0.8624883  -0.18552598 -0.223378
  0.00519237  0.32461342 -0.6167104  -0.01191539 -0.6563544   0.98337954
  0.57411146 -0.26026952  0.43869716 -0.990781    0.6622627   0.5536938
  0.8394222   0.8641094   0.75872326 -0.36170188 -0.5227444  -0.19424741]",75,76,0.0,0.1763272,0.0,0.259,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__72__93
56,PRESENT,NORMAL,False,decide upon,decide,decide,VERB,ccomp,False,,4.582893,"[ 0.7093473  -0.02416525 -0.24908891  0.14442047  0.12013507  0.22076614
  0.4916939  -0.18313432  0.40352485 -0.85249555 -0.73651123  0.77051985
  0.06426039 -0.02487404  0.30511722  0.30602258  0.13821006 -0.6167527
  0.0913496   0.06257629 -0.303904   -0.37661612 -0.6688385  -1.039808
 -0.06673321  0.29577523  0.04337689 -0.21061859  0.20641252 -0.44924334
 -0.508148    0.5491433  -0.45985693  0.47899213  0.42434922 -0.57235557
  0.81162614 -0.00570678  0.69387543  0.0698241  -0.7962065  -0.3452922
 -0.42793512  0.25153238  0.24175741 -0.18452668 -0.3461715  -0.1096664
 -0.1829745  -0.03950369  0.43497342 -0.01861992 -0.61585975 -0.04996723
 -0.24827534 -0.8867972  -0.23832697 -0.34519652 -0.24422769  0.31133556
  0.2733794  -0.05769816 -0.4291154   0.08081692  0.43599957  0.699318
 -0.32642418 -0.34561986 -0.17161691 -0.24745043 -0.40839493 -0.13014543
  0.20083624 -0.17715196 -0.06790756  0.0539064   0.77671015  0.34354037
 -0.24845687 -0.1291185   0.16009468 -0.16184884  0.47768867 -0.32944122
 -0.69523793 -0.19586004 -0.13084438 -0.72679055 -0.6853524   2.0604944
  0.49485865  0.49832878  0.09525204 -0.23110424 -0.06360184  0.76236844]",76,78,0.0,0.1763272,0.0,0.259,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__72__93
57,PRESENT,NORMAL,False,the,the,the,DET,det,False,,8.084345,"[ 0.20871297  0.76852286 -0.6190193  -0.27836823  0.3630134  -0.2821625
 -0.6272211   0.10955021  2.4221454   2.4748302  -0.16132674 -0.2462412
 -1.3058068  -0.4945947   1.3440878  -0.26724836  1.7703393  -0.00765699
  0.9597485  -0.29697615 -0.46003222  0.18671206 -1.2490946   1.1847584
  0.05103727 -0.32151294  0.5753231  -0.9277749  -0.01401222 -0.6133819
  0.14748585 -0.9017554   0.42557266 -0.49837872  2.1616504   0.8906237
 -0.984484   -0.9038259  -1.8591399  -1.1040957   0.9312649  -1.2325208
  1.3322458  -0.9968978   0.10900274 -0.0630478  -0.05265157 -0.26489076
 -0.51546144  0.78537405  0.04729402 -0.8081567  -0.64939564 -0.8764019
  0.06029351 -0.874966   -0.41836464 -0.5115929  -0.2047419   0.09951234
 -0.7340567  -0.7123301   0.7911069  -0.13998136  0.80412054  0.07070348
  1.1261313   0.40182233  0.2828044  -1.1311218  -0.80859965 -0.09506306
  0.2895083   0.40795642 -0.34771067 -0.01552652  0.2920953   0.5559366
  0.14286202 -0.3116654  -0.20453137  0.03517675 -0.59823716 -1.1056
 -0.46055266  0.95410985 -0.8977065   1.5124094   0.19590771  1.3905265
  0.46742356  0.73714155 -0.92789185  0.18881884  0.25372362  0.27825272]",78,79,0.0,0.1763272,0.0,0.259,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__72__93
58,PRESENT,NORMAL,False,same,same,same,ADJ,amod,False,,8.847486,"[-1.4095093   0.8283625  -0.27940434 -0.49536487  0.49918708 -0.6323029
 -0.21031684  1.0914598   0.01591644  1.3011643   1.2008702   0.00716533
  0.09951998 -0.05755134  0.78596485 -0.60642207  0.4470876  -0.16868287
  2.2026265   0.14183398 -0.62442714 -0.14904729 -0.6389152   0.59639096
 -0.05023047 -1.026479    0.1036343   0.61967033 -0.51991     0.61239964
  0.50680333  0.13822371  0.02560721 -0.4084443   1.0508355   1.3664861
 -0.2801276   0.60743177 -0.6443569   0.9331401  -0.9698936  -1.2313154
  1.2964185   0.07313269 -1.0386457   2.051887   -0.31726333 -0.324336
  0.22302185  0.41155642  0.9692688  -0.4400661  -1.105188   -0.4476791
 -0.4285854   0.9893359  -0.2428279  -0.17339271 -1.0795009   0.23664047
  1.0375772  -1.0044402   2.7281876   0.10420129  1.5315268  -0.8014872
 -0.04628551 -1.5702319  -0.8852095  -0.6489887  -0.3291577  -0.31173375
 -0.3548154   0.11733112  1.6106852  -0.23243213 -0.603462   -0.19993228
  0.5018711  -1.4609987  -0.27651092  0.05496982 -0.38866127  0.77910364
 -0.5795722  -0.56278336 -1.3193849  -0.43578878 -0.57722163 -0.34290653
  2.8696475   0.8865202   1.7467617  -0.49523672 -1.5217711  -0.6075562 ]",79,80,0.0,0.1763272,0.0,0.259,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__72__93
59,PRESENT,NORMAL,False,plan,plan,plan,NOUN,pobj,False,,6.513481,"[-0.19301867  0.61828166  0.79918206  0.8029974   0.46517566  0.10422659
 -0.6376071  -0.3150702   0.37214184  0.00798962 -0.5254396  -0.8330532
  0.24144684  0.06366739  0.1591323   0.87634814  0.04725197 -0.72559583
  0.03139784  0.5425166  -0.48399103 -0.5245975   1.077694    1.4186046
  0.36213908  0.16998771 -0.65621096 -1.2102851  -0.20034449  0.31670797
  0.39021197 -0.6954222   0.5833104  -0.39371166  0.1805916  -1.1469004
 -0.5785391  -1.054266   -0.63356143  1.2417415  -1.5151248  -0.17910397
 -0.31085896  1.7300365  -0.6726402  -0.5386976  -0.08276623 -0.16295569
  2.1615458  -0.2312824  -0.12277669 -0.3954227  -0.42842692 -0.75565565
 -0.3774849   0.7698267  -0.80596685 -0.28014487 -0.46186972 -0.42364654
  0.5341265  -0.43586776  0.6090552  -0.22882862  0.1947702  -0.22116068
 -0.36280632 -0.8154068  -0.51638174  0.5342691   0.04833904  0.30836755
 -0.4753446   0.12346259  0.15063006 -0.051544   -0.48361105  0.36969137
  0.16100019 -1.0611899   2.1686366  -0.43336183 -0.2822799   0.08572872
  0.6194588  -0.23007762  0.14793885 -0.68252575 -0.45066935  0.1699625
 -0.4361788   0.9396099  -0.11691158 -0.45198876  0.31743956 -0.07350905]",80,81,0.0,0.1763272,0.0,0.259,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__72__93
